year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2011,E,Construction,f_50-99,Total income,2498.0,DOLLARS(millions)
2011,E,Construction,f_50-99,Total expenditure,2429.0,DOLLARS(millions)
2011,E,Construction,f_50-99,Operating profit before tax,115.0,DOLLARS(millions)
2011,E,Construction,f_50-99,Total assets,1381.0,DOLLARS(millions)
2011,E,Construction,f_50-99,Fixed tangible assets,293.0,DOLLARS(millions)
2011,E,Construction,g_100-199,Activity unit,45.0,COUNT
2011,E,Construction,g_100-199,Rolling mean employees,5658.0,COUNT
2011,E,Construction,g_100-199,Salaries and wages paid,367.0,DOLLARS(millions)
2011,E,Construction,g_100-199,"Sales, government funding, grants and subsidies",1864.0,DOLLARS(millions)
2011,E,Construction,g_100-199,Total income,1872.0,DOLLARS(millions)
2011,E,Construction,g_100-199,Total expenditure,1750.0,DOLLARS(millions)
2011,E,Construction,g_100-199,Operating profit before tax,125.0,DOLLARS(millions)
2011,E,Construction,g_100-199,Total assets,1268.0,DOLLARS(millions)
2011,E,Construction,g_100-199,Fixed tangible assets,462.0,DOLLARS(millions)
2011,E,Construction,h_200+,Activity unit,39.0,COUNT
2011,E,Construction,h_200+,Salaries and wages paid,1522.0,DOLLARS(millions)
2011,E,Construction,h_200+,"Sales, government funding, grants and subsidies",6457.0,DOLLARS(millions)
2011,E,Construction,h_200+,Total income,6579.0,DOLLARS(millions)
2011,E,Construction,h_200+,Total expenditure,6294.0,DOLLARS(millions)
2011,E,Construction,h_200+,Operating profit before tax,330.0,DOLLARS(millions)
2011,E,Construction,h_200+,Total assets,3755.0,DOLLARS(millions)
2011,E,Construction,h_200+,Fixed tangible assets,624.0,DOLLARS(millions)
2011,E,Construction,i_Industry_Total,Salaries and wages paid,6947.0,DOLLARS(millions)
2011,E,Construction,i_Industry_Total,Operating profit before tax,1849.0,DOLLARS(millions)
2011,E,Construction,i_Industry_Total,Fixed tangible assets,5278.0,DOLLARS(millions)
2011,F,Wholesale Trade,a_0,Activity unit,7896.0,COUNT
2011,F,Wholesale Trade,a_0,Rolling mean employees,0.0,COUNT
2011,F,Wholesale Trade,a_0,Salaries and wages paid,247.0,DOLLARS(millions)
2011,F,Wholesale Trade,a_0,"Sales, government funding, grants and subsidies",6687.0,DOLLARS(millions)
2011,F,Wholesale Trade,a_0,Total income,6809.0,DOLLARS(millions)
2011,F,Wholesale Trade,a_0,Total expenditure,6564.0,DOLLARS(millions)
2011,F,Wholesale Trade,a_0,Operating profit before tax,184.0,DOLLARS(millions)
2011,F,Wholesale Trade,a_0,Total assets,3348.0,DOLLARS(millions)
2011,F,Wholesale Trade,a_0,Fixed tangible assets,609.0,DOLLARS(millions)
2011,F,Wholesale Trade,b_1-5,Activity unit,6009.0,COUNT
2011,F,Wholesale Trade,b_1-5,Rolling mean employees,13263.0,COUNT
2011,F,Wholesale Trade,b_1-5,Salaries and wages paid,725.0,DOLLARS(millions)
2011,F,Wholesale Trade,b_1-5,"Sales, government funding, grants and subsidies",8561.0,DOLLARS(millions)
2011,F,Wholesale Trade,b_1-5,Total income,8617.0,DOLLARS(millions)
2011,F,Wholesale Trade,b_1-5,Total expenditure,8219.0,DOLLARS(millions)
2011,F,Wholesale Trade,b_1-5,Operating profit before tax,479.0,DOLLARS(millions)
2011,F,Wholesale Trade,b_1-5,Total assets,4192.0,DOLLARS(millions)
2011,F,Wholesale Trade,b_1-5,Fixed tangible assets,513.0,DOLLARS(millions)
2011,F,Wholesale Trade,c_6-9,Activity unit,1107.0,COUNT
2011,F,Wholesale Trade,c_6-9,Rolling mean employees,7977.0,COUNT
2011,F,Wholesale Trade,c_6-9,Salaries and wages paid,399.0,DOLLARS(millions)
2011,F,Wholesale Trade,c_6-9,"Sales, government funding, grants and subsidies",4162.0,DOLLARS(millions)
2011,F,Wholesale Trade,c_6-9,Total income,4195.0,DOLLARS(millions)
2011,F,Wholesale Trade,c_6-9,Total expenditure,4000.0,DOLLARS(millions)
2011,F,Wholesale Trade,c_6-9,Operating profit before tax,259.0,DOLLARS(millions)
2011,F,Wholesale Trade,c_6-9,Total assets,1983.0,DOLLARS(millions)
2011,F,Wholesale Trade,c_6-9,Fixed tangible assets,226.0,DOLLARS(millions)
2011,F,Wholesale Trade,d_10-19,Activity unit,978.0,COUNT
2011,F,Wholesale Trade,d_10-19,Rolling mean employees,13197.0,COUNT
2011,F,Wholesale Trade,d_10-19,Salaries and wages paid,702.0,DOLLARS(millions)
2011,F,Wholesale Trade,d_10-19,"Sales, government funding, grants and subsidies",7999.0,DOLLARS(millions)
2011,F,Wholesale Trade,d_10-19,Total income,8044.0,DOLLARS(millions)
2011,F,Wholesale Trade,d_10-19,Total expenditure,7951.0,DOLLARS(millions)
2011,F,Wholesale Trade,d_10-19,Operating profit before tax,391.0,DOLLARS(millions)
2011,F,Wholesale Trade,d_10-19,Total assets,3524.0,DOLLARS(millions)
2011,F,Wholesale Trade,d_10-19,Fixed tangible assets,286.0,DOLLARS(millions)
2011,F,Wholesale Trade,e_20-49,Activity unit,561.0,COUNT
2011,F,Wholesale Trade,e_20-49,Salaries and wages paid,986.0,DOLLARS(millions)
2011,F,Wholesale Trade,e_20-49,"Sales, government funding, grants and subsidies",10457.0,DOLLARS(millions)
2011,F,Wholesale Trade,e_20-49,Total income,10539.0,DOLLARS(millions)
2011,F,Wholesale Trade,e_20-49,Total expenditure,10140.0,DOLLARS(millions)
2011,F,Wholesale Trade,e_20-49,Operating profit before tax,536.0,DOLLARS(millions)
2011,F,Wholesale Trade,e_20-49,Total assets,5584.0,DOLLARS(millions)
2011,F,Wholesale Trade,e_20-49,Fixed tangible assets,551.0,DOLLARS(millions)
2011,F,Wholesale Trade,f_50-99,Activity unit,195.0,COUNT
2011,F,Wholesale Trade,f_50-99,Rolling mean employees,12966.0,COUNT
2011,F,Wholesale Trade,f_50-99,Salaries and wages paid,769.0,DOLLARS(millions)
2011,F,Wholesale Trade,f_50-99,"Sales, government funding, grants and subsidies",8637.0,DOLLARS(millions)
2011,F,Wholesale Trade,f_50-99,Total income,8759.0,DOLLARS(millions)
2011,F,Wholesale Trade,f_50-99,Total expenditure,8540.0,DOLLARS(millions)
2011,F,Wholesale Trade,f_50-99,Operating profit before tax,398.0,DOLLARS(millions)
2011,F,Wholesale Trade,f_50-99,Total assets,4980.0,DOLLARS(millions)
2011,F,Wholesale Trade,f_50-99,Fixed tangible assets,428.0,DOLLARS(millions)
2011,F,Wholesale Trade,g_100-199,Activity unit,60.0,COUNT
2011,F,Wholesale Trade,g_100-199,Rolling mean employees,8424.0,COUNT
2011,F,Wholesale Trade,g_100-199,Salaries and wages paid,532.0,DOLLARS(millions)
2011,F,Wholesale Trade,g_100-199,"Sales, government funding, grants and subsidies",6995.0,DOLLARS(millions)
2011,F,Wholesale Trade,g_100-199,Total income,7085.0,DOLLARS(millions)
2011,F,Wholesale Trade,g_100-199,Total expenditure,6670.0,DOLLARS(millions)
2011,F,Wholesale Trade,g_100-199,Operating profit before tax,509.0,DOLLARS(millions)
2011,F,Wholesale Trade,g_100-199,Total assets,3566.0,DOLLARS(millions)
2011,F,Wholesale Trade,g_100-199,Fixed tangible assets,329.0,DOLLARS(millions)
2011,F,Wholesale Trade,h_200+,Activity unit,57.0,COUNT
2011,F,Wholesale Trade,h_200+,Salaries and wages paid,1335.0,DOLLARS(millions)
2011,F,Wholesale Trade,h_200+,Operating profit before tax,409.0,DOLLARS(millions)
2011,F,Wholesale Trade,h_200+,Total assets,8344.0,DOLLARS(millions)
2011,F,Wholesale Trade,h_200+,Fixed tangible assets,1116.0,DOLLARS(millions)
2011,F,Wholesale Trade,i_Industry_Total,Salaries and wages paid,5695.0,DOLLARS(millions)
2011,F,Wholesale Trade,i_Industry_Total,Operating profit before tax,3164.0,DOLLARS(millions)
2011,F,Wholesale Trade,i_Industry_Total,Fixed tangible assets,4058.0,DOLLARS(millions)
2011,G,Retail Trade,a_0,Activity unit,10881.0,COUNT
2011,G,Retail Trade,a_0,Rolling mean employees,0.0,COUNT
2011,G,Retail Trade,a_0,Salaries and wages paid,183.0,DOLLARS(millions)
2011,G,Retail Trade,a_0,"Sales, government funding, grants and subsidies",2876.0,DOLLARS(millions)
2011,G,Retail Trade,a_0,Total income,2894.0,DOLLARS(millions)
2011,G,Retail Trade,a_0,Total expenditure,2813.0,DOLLARS(millions)
2011,G,Retail Trade,a_0,Operating profit before tax,93.0,DOLLARS(millions)
2011,G,Retail Trade,a_0,Total assets,1773.0,DOLLARS(millions)
2011,G,Retail Trade,a_0,Fixed tangible assets,583.0,DOLLARS(millions)
2011,G,Retail Trade,b_1-5,Activity unit,10479.0,COUNT
2011,G,Retail Trade,b_1-5,Salaries and wages paid,698.0,DOLLARS(millions)
2011,G,Retail Trade,b_1-5,"Sales, government funding, grants and subsidies",6588.0,DOLLARS(millions)
2011,G,Retail Trade,b_1-5,Total income,6612.0,DOLLARS(millions)
2011,G,Retail Trade,b_1-5,Total expenditure,6387.0,DOLLARS(millions)
2011,G,Retail Trade,b_1-5,Operating profit before tax,236.0,DOLLARS(millions)
2011,G,Retail Trade,b_1-5,Total assets,2829.0,DOLLARS(millions)
2011,G,Retail Trade,b_1-5,Fixed tangible assets,587.0,DOLLARS(millions)
2011,G,Retail Trade,c_6-9,Activity unit,2109.0,COUNT
2011,G,Retail Trade,c_6-9,Salaries and wages paid,470.0,DOLLARS(millions)
2011,G,Retail Trade,c_6-9,"Sales, government funding, grants and subsidies",3422.0,DOLLARS(millions)
2011,G,Retail Trade,c_6-9,Total income,3436.0,DOLLARS(millions)
2011,G,Retail Trade,c_6-9,Total expenditure,3336.0,DOLLARS(millions)
2011,G,Retail Trade,c_6-9,Operating profit before tax,97.0,DOLLARS(millions)
2011,G,Retail Trade,c_6-9,Total assets,1287.0,DOLLARS(millions)
2011,G,Retail Trade,c_6-9,Fixed tangible assets,205.0,DOLLARS(millions)
2011,G,Retail Trade,d_10-19,Activity unit,1551.0,COUNT
2011,G,Retail Trade,d_10-19,Salaries and wages paid,654.0,DOLLARS(millions)
2011,G,Retail Trade,d_10-19,"Sales, government funding, grants and subsidies",5579.0,DOLLARS(millions)
2011,G,Retail Trade,d_10-19,Total income,5605.0,DOLLARS(millions)
2011,G,Retail Trade,d_10-19,Total expenditure,5536.0,DOLLARS(millions)
2011,G,Retail Trade,d_10-19,Operating profit before tax,57.0,DOLLARS(millions)
2011,G,Retail Trade,d_10-19,Total assets,1711.0,DOLLARS(millions)
2011,G,Retail Trade,d_10-19,Fixed tangible assets,250.0,DOLLARS(millions)
2011,G,Retail Trade,e_20-49,Activity unit,513.0,COUNT
2011,G,Retail Trade,e_20-49,Salaries and wages paid,515.0,DOLLARS(millions)
2011,G,Retail Trade,e_20-49,"Sales, government funding, grants and subsidies",4275.0,DOLLARS(millions)
2011,G,Retail Trade,e_20-49,Total income,4294.0,DOLLARS(millions)
2011,G,Retail Trade,e_20-49,Total expenditure,4256.0,DOLLARS(millions)
2011,G,Retail Trade,e_20-49,Operating profit before tax,73.0,DOLLARS(millions)
2011,G,Retail Trade,e_20-49,Total assets,1317.0,DOLLARS(millions)
2011,G,Retail Trade,e_20-49,Fixed tangible assets,282.0,DOLLARS(millions)
2011,G,Retail Trade,f_50-99,Activity unit,204.0,COUNT
2011,G,Retail Trade,f_50-99,Salaries and wages paid,460.0,DOLLARS(millions)
2011,G,Retail Trade,f_50-99,"Sales, government funding, grants and subsidies",4673.0,DOLLARS(millions)
2011,G,Retail Trade,f_50-99,Total income,4700.0,DOLLARS(millions)
2011,G,Retail Trade,f_50-99,Total expenditure,4626.0,DOLLARS(millions)
2011,G,Retail Trade,f_50-99,Operating profit before tax,76.0,DOLLARS(millions)
2011,G,Retail Trade,f_50-99,Total assets,1212.0,DOLLARS(millions)
2011,G,Retail Trade,f_50-99,Fixed tangible assets,196.0,DOLLARS(millions)
2011,G,Retail Trade,g_100-199,Activity unit,162.0,COUNT
2011,G,Retail Trade,g_100-199,Salaries and wages paid,627.0,DOLLARS(millions)
2011,G,Retail Trade,g_100-199,"Sales, government funding, grants and subsidies",6083.0,DOLLARS(millions)
2011,G,Retail Trade,g_100-199,Total income,6120.0,DOLLARS(millions)
2011,G,Retail Trade,g_100-199,Total expenditure,5999.0,DOLLARS(millions)
2011,G,Retail Trade,g_100-199,Operating profit before tax,142.0,DOLLARS(millions)
2011,G,Retail Trade,g_100-199,Total assets,1812.0,DOLLARS(millions)
2011,G,Retail Trade,g_100-199,Fixed tangible assets,387.0,DOLLARS(millions)
2011,G,Retail Trade,h_200+,Activity unit,126.0,COUNT
2011,G,Retail Trade,h_200+,Salaries and wages paid,2323.0,DOLLARS(millions)
2011,G,Retail Trade,h_200+,Operating profit before tax,869.0,DOLLARS(millions)
2011,G,Retail Trade,h_200+,Total assets,9129.0,DOLLARS(millions)
2011,G,Retail Trade,h_200+,Fixed tangible assets,2361.0,DOLLARS(millions)
2011,G,Retail Trade,i_Industry_Total,Salaries and wages paid,5930.0,DOLLARS(millions)
2011,G,Retail Trade,i_Industry_Total,Operating profit before tax,1644.0,DOLLARS(millions)
2011,G,Retail Trade,i_Industry_Total,Fixed tangible assets,4853.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,a_0,Activity unit,5343.0,COUNT
2011,H,Accommodation and Food Services,a_0,Rolling mean employees,0.0,COUNT
2011,H,Accommodation and Food Services,a_0,Salaries and wages paid,131.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,a_0,"Sales, government funding, grants and subsidies",793.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,a_0,Total income,807.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,a_0,Total expenditure,774.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,a_0,Operating profit before tax,38.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,a_0,Total assets,2346.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,a_0,Fixed tangible assets,1585.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,b_1-5,Activity unit,7428.0,COUNT
2011,H,Accommodation and Food Services,b_1-5,Salaries and wages paid,324.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,b_1-5,"Sales, government funding, grants and subsidies",1692.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,b_1-5,Total income,1708.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,b_1-5,Total expenditure,1636.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,b_1-5,Operating profit before tax,76.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,b_1-5,Total assets,1886.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,b_1-5,Fixed tangible assets,1085.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,c_6-9,Activity unit,2064.0,COUNT
2011,H,Accommodation and Food Services,c_6-9,Salaries and wages paid,299.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,c_6-9,"Sales, government funding, grants and subsidies",1071.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,c_6-9,Total income,1081.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,c_6-9,Total expenditure,1039.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,c_6-9,Operating profit before tax,44.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,c_6-9,Total assets,787.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,c_6-9,Fixed tangible assets,407.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,d_10-19,Activity unit,2037.0,COUNT
2011,H,Accommodation and Food Services,d_10-19,Salaries and wages paid,556.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,d_10-19,"Sales, government funding, grants and subsidies",1674.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,d_10-19,Total income,1688.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,d_10-19,Total expenditure,1731.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,d_10-19,Operating profit before tax,-31.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,d_10-19,Total assets,1350.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,d_10-19,Fixed tangible assets,875.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,e_20-49,Activity unit,882.0,COUNT
2011,H,Accommodation and Food Services,e_20-49,Salaries and wages paid,493.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,e_20-49,"Sales, government funding, grants and subsidies",1555.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,e_20-49,Total income,1585.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,e_20-49,Total expenditure,1543.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,e_20-49,Operating profit before tax,56.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,e_20-49,Total assets,1509.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,e_20-49,Fixed tangible assets,945.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,f_50-99,Activity unit,132.0,COUNT
2011,H,Accommodation and Food Services,f_50-99,Rolling mean employees,9066.0,COUNT
2011,H,Accommodation and Food Services,f_50-99,Salaries and wages paid,210.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,f_50-99,"Sales, government funding, grants and subsidies",664.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,f_50-99,Total income,678.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,f_50-99,Total expenditure,654.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,f_50-99,Operating profit before tax,28.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,f_50-99,Total assets,968.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,f_50-99,Fixed tangible assets,622.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,g_100-199,Activity unit,63.0,COUNT
2011,H,Accommodation and Food Services,g_100-199,Rolling mean employees,8769.0,COUNT
2011,H,Accommodation and Food Services,g_100-199,Salaries and wages paid,202.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,g_100-199,"Sales, government funding, grants and subsidies",698.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,g_100-199,Total income,711.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,g_100-199,Total expenditure,678.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,g_100-199,Operating profit before tax,42.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,g_100-199,Total assets,1072.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,g_100-199,Fixed tangible assets,746.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,h_200+,Activity unit,24.0,COUNT
2011,H,Accommodation and Food Services,h_200+,Salaries and wages paid,399.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,h_200+,"Sales, government funding, grants and subsidies",1396.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,h_200+,Total income,1403.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,h_200+,Total expenditure,1302.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,h_200+,Operating profit before tax,113.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,h_200+,Total assets,1139.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,h_200+,Fixed tangible assets,714.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,i_Industry_Total,Salaries and wages paid,2615.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,i_Industry_Total,"Sales, government funding, grants and subsidies",9544.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,i_Industry_Total,Total income,9660.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,i_Industry_Total,Total expenditure,9357.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,i_Industry_Total,Operating profit before tax,366.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,i_Industry_Total,Total assets,11055.0,DOLLARS(millions)
2011,H,Accommodation and Food Services,i_Industry_Total,Fixed tangible assets,6978.0,DOLLARS(millions)
